sys.exec.out.time {s},rkt.newton.lonx {degree},rkt.newton.latx {degree},rkt.newton.alt {m},rkt.newton._psivdx {degree},rkt.newton._thtvdx {degree},rkt.newton._dvbi {m/s},rkt.newton._SBII[0] {m},rkt.newton._SBII[1] {m},rkt.newton._SBII[2] {m},rkt.newton._VBII[0] {m/s},rkt.newton._VBII[1] {m/s},rkt.newton._VBII[2] {m/s},rkt.kinematics.alphax {degree},rkt.kinematics.betax {degree},rkt.env.rho {kg/m3},rkt.env.vmach {--},rkt.env.pdynmc {pa},rkt.propulsion.vmass {kg},rkt.propulsion.fmassr {kg},rkt.propulsion.thrust {N}
               132.6,   121.6908606477975,   22.16334410191838,   71917.19595309161,   88.24166174843052,   30.30285307684241,   2523.678574269463,  -3188571.426335627,   5054581.972481451,   2418397.408049509,  -2450.673540343641,  -389.9887207214209,   459.4143473993684,  0.1915489730061457, 0.01619809279719694,6.313110590840236e-05,   7.283113292780936,   144.2814495681914,    3054.70681500008,    2026.70681500008,   84266.49896251499
               132.7,    121.692630589621,   22.16339463978966,   72025.09772967454,    88.2425430621935,   30.28337767797472,   2526.015136793145,  -3188816.604207646,   5054542.926214931,   2418443.361328917,  -2452.884334289913,  -390.9368363919839,   459.6512850575413,  0.1882549913894257, 0.01507039261152341,6.213941490457334e-05,   7.294454358707178,   142.3174541693297,    3051.74381500008,    2023.74381500008,   84266.49896251499
               132.8,   121.6944027387183,   22.16344521518364,   72133.05153706484,   88.24342583454968,   30.26392570713146,   2528.354617842718,  -3189062.003290696,   5054503.785082088,   2418489.338313959,  -2455.097755215315,  -391.8860247190149,   459.8884968481432,  0.1903456441612998, 0.01876102836659531,6.116191230985317e-05,    7.30582022853489,   140.3770802390769,    3048.78081500008,    2020.78081500008,   84266.49896251499
               132.9,   121.6961770975934,   22.16349582818661,   72241.05745924637,   88.24430475631034,   30.24449731172839,   2530.697020641494,  -3189307.623844635,   5054464.548974711,   2418535.339045604,  -2457.313768506917,  -392.8363335025671,   460.1261440847824,  0.1875865593393714, 0.01763363189933499,6.019841517292619e-05,   7.317210977888978,   138.4600824114114,    3045.81781500008,    2017.81781500008,   84266.49896251499
                 133,   121.6979536688365,   22.16354647879531,   72349.11556633096,   88.24518632043447,   30.22508787508526,   2533.042366667854,   -3189553.46613208,   5054425.217772054,     2418581.3635503,   -2459.53242610149,  -393.7878648619429,   460.3639796694312,   0.189614797322651, 0.01650137833438769,5.924874276225651e-05,   7.328626685022298,   136.5662178316976,   3042.854815000081,   2014.854815000081,   84266.49896251499
               133.1,   121.6997324549949,   22.16359716694273,   72457.22593736742,   88.24607051288055,   30.20570295408311,   2535.390641931197,  -3189799.530417692,   5054385.791364965,   2418627.411851254,  -2461.753732599857,  -394.7404223778502,   460.6020692136696,  0.1916162204824121, 0.01536878406919242,5.83127163443183e-05,   7.340067424088772,   134.6952453993077,   3039.891815000081,   2011.891815000081,   84266.49896251499
               133.2,   121.7015134586171,   22.16364789256141,    72565.3886520192,    88.2469573477461,   30.18633710641629,   2537.741869505027,  -3190045.816966577,   5054346.269644626,   2418673.483971859,  -2463.977692249666,  -395.6942010965992,   460.8403493113479,  0.1881680458638035, 0.01423658165442285,5.739015923286838e-05,   7.351533274265768,   132.8469262657103,   3036.928815000081,   2008.928815000081,   84266.49896251499
               133.3,   121.7032966823098,   22.16369865564229,   72673.60378019698,   88.24784056490539,    30.1669944828782,   2540.096039099101,   -3190292.32604282,   5054306.652489185,   2418719.579937886,  -2466.204263587357,   -396.649115838737,    461.079057228619,   0.190113133000415, 0.01852409556069647,5.648089686088681e-05,   7.363024310731564,   131.0210237137305,   3033.965815000081,   2005.965815000081,   84266.49896251499
               133.4,   121.7050821285999,   22.16374945627597,   72781.87140633911,   88.24872502988492,   30.14767525163068,   2542.453155793595,  -3190539.057908385,   5054266.939788972,   2418765.699790926,  -2468.433487009512,  -397.6051140166816,   461.3180496389193,  0.1872026323119521, 0.01738732756394576,5.558475655073678e-05,   7.374540611211163,   129.2173028698083,   3031.002815000082,   2003.002815000082,   84266.49896251499
               133.5,   121.7068698001026,   22.16380029440107,   72890.19160094205,   88.24961214586955,   30.12837478448601,   2544.813240249059,  -3190786.012829569,   5054227.131423822,   2418811.843551542,  -2470.665376942908,  -398.5623486309656,   461.5572306618545,  0.1890907871015217, 0.01625092553331946,5.470156773301118e-05,   7.386082255579824,   127.4355312584233,   3028.039815000082,   2000.039815000082,   84266.49896251499
               133.6,   121.7086596993881,   22.16385116994946,    72998.5644435063,   88.25050189826466,   30.10909864937587,   2547.176278566077,  -3191033.191073291,   5054187.227283299,   2418858.011242999,  -2472.899938451917,  -399.5206218803762,    461.796666495713,  0.1909553395776136, 0.01511426607136807,5.383116173896449e-05,    7.39764931976468,   125.6754781140718,   3025.076815000082,   1997.076815000082,   84266.49896251499
               133.7,    121.710451828997,   22.16390208285603,   73106.99001972657,   88.25139312398093,   30.08984680632933,   2549.542275491724,  -3191280.592906832,   5054147.227263278,    2418904.20289121,  -2475.137167529151,  -400.4799476720291,   462.0363924496626,  0.1927912593981559, 0.01880829150018111,5.29733718038009e-05,    7.40924188253903,   123.9369146615861,   3022.113815000082,   1994.113815000082,   84266.49896251499
               133.8,   121.7122461915005,   22.16395303320764,    73215.4684098009,   88.25228052914066,   30.07061379779927,   2551.911253272041,  -3191528.218594055,   5054107.131248107,    2418950.41853578,  -2477.377028564046,  -401.4405754174452,   462.2765052738104,  0.1891690803072126, 0.01766854399509275,5.212803314105948e-05,   7.420860025119834,   122.2196143153553,   3019.150815000083,   1991.150815000083,   84266.49896251499
               133.9,   121.7140427895332,   22.16400402100001,   73323.99968412612,   88.25317058682494,   30.05140380744862,   2554.283203939859,  -3191776.068401595,    5054066.93911411,    2418996.65820316,  -2479.619574839194,  -402.4022924310386,   462.5168592060276,  0.1909510389884462, 0.01652548949829823,5.129498295625049e-05,   7.432503825243238,   120.5233525519916,   3016.187815000083,   1988.187815000083,   84266.49896251499
                 134,   121.7158416256548,   22.16405504616339,   73432.58392781951,   88.25406329353152,   30.03221699328782,   2556.658131842077,  -3192024.142598228,   5054026.650755567,   2419042.921918568,  -2481.864811003074,  -403.3650941946728,   462.7574567786207,  0.1878666930655843, 0.01538441927102461, 5.0474060234272e-05,   7.444173362670299,   118.8479066009321,   3013.224815000083,   1985.224815000083,   84266.49896251499
               134.1,   121.7176427025089,   22.16410610862989,   73541.22121187486,   88.25495865967036,   30.01304871581957,   2559.036057505595,  -3192272.441453109,   5053986.266050879,   2419089.209702079,  -2484.112740919219,  -404.3291488678914,   462.9982434009371,  0.1895894798313491, 0.01424390026700221,4.966510594153542e-05,   7.455868719456927,   117.1930559866199,   3010.261815000084,   1982.261815000084,   84266.49896251499
               134.2,   121.7194460226918,   22.16415720838805,   73649.91161635704,   88.25585041919427,   29.99390453732296,   2561.416966077287,  -3192520.965234435,   5053945.784886081,   2419135.521583053,  -2486.363323478955,   -405.294319824765,    463.239475957132,  0.1912883123637517, 0.01853728588094549,4.886796283368348e-05,   7.467589973517399,   115.5585818786062,   3007.298815000084,   1979.298815000084,   84266.49896251499
